text,n_token,dummy,result,eta,n_prefix,n_match,n_runs,seed_prefix
Love the life you live. Live the life you love.,12,True,False,tensor(0.3878),4,3,10,"[[187748837, '  defines lovetheilived - Definition from!”""', tensor([  209, 13067,  2389,   783,   300,  1567,   428, 23709,   432, 11602,
            3], device='cuda:0')], [546190282, "" 433 views= photography ({\\り read Life motto '"", tensor([  209, 38693,  6849,    30, 20937, 20886, 11473,  1239,  7813, 45820,
          686], device='cuda:0')], [404750146, ' :*uthan uncle phil Justin JonHeartSEE LIFE--', tensor([  209, 27506, 36980, 18796, 30005, 20839, 10354, 39430, 40838, 49367,
          283], device='cuda:0')]]"
The only time to be positive you've got a clear path is when you're on the edge of a cliff.,23,True,False,tensor(0.2488),5,0,10,[]
Dream big and dare to fail.,8,True,True,tensor(0.3992),3,3,3,"[[763806631, '  SlovenBecausefwifterBinaryDevelopment dreams deadlines  ""', tensor([  209, 43372,  8457, 25837, 44805, 32849, 38018, 13702, 50123, 50276,
            3], device='cuda:0')], [187748837, ' printkBig Dave Spl Bos SupportReal dad good principles', tensor([  209, 43096,  5178, 16908, 33119, 18624, 15185, 17642, 12247,  1175,
         9241], device='cuda:0')], [44508455, ' Hope ( Miller signature� RB[ breaksBen ]""', tensor([  209, 24004,   313, 11418, 11118, 19218, 26783,    60, 13471, 17126,
        26842], device='cuda:0')]]"
Life shrinks or expands in proportion to one's courage.,12,True,True,tensor(0.1513),1,1,4,"[[884542236, ""  Life causesly shrink'ÐµÑ você tweeted 1963.“"", tensor([  209,  7813,  5997,   314, 23973,     8, 41897, 36156, 27140, 19949,
        32300], device='cuda:0')]]"
You are never too old to set another goal or to dream a new dream.,16,True,True,tensor(0.0770),1,1,2,"[[187748837, ' ________________Fel inspiringwoods go”.Carolequal Sant""', tensor([  209,  6659, 45484, 29853, 48853,   564,  6598, 44305, 11969, 18056,
            3], device='cuda:0')]]"
What lies behind us and what lies before us are tiny matters compared to what lies within us.,19,True,True,tensor(0.0495),0,1,1,"[[763806631, "" elves radiant)!Isa.... Quantum Conservationuw Button'"", tensor([  209, 45624, 50223, 25246, 48728,  2391, 25136, 33087, 41440, 26645,
            8], device='cuda:0')]]"
The only thing standing between you and your goal is the story you keep telling yourself.,17,True,False,tensor(0.2623),4,0,10,[]
Happiness often sneaks in through a door you didn’t know you left open.,19,True,False,tensor(0.1187),2,0,10,[]
The only way to achieve the impossible is to believe it is possible.,14,True,True,tensor(0.2365),3,3,6,"[[763806631, ' Scient achievethe impossible기The Honda wayul--------------------------', tensor([  209, 40268,  5115,   783,  7479, 42581,   510, 34379,  1039,   335,
        27800], device='cuda:0')], [187748837, '  aspirations rHam 231Drop realistic ambitions impossible th235', tensor([  209, 40659,   391, 22176, 28804, 24475, 15958, 37321,  7479,   289,
        19568], device='cuda:0')], [546190282, ' Zero locom): Rescue ambition″arte destruct impossible „', tensor([  209, 26561, 23904,  2262, 44150, 30385, 18626, 26228, 21181,  7479,
        16724], device='cuda:0')]]"
It does not do to dwell on dreams and forget to live.,13,True,True,tensor(0.1899),2,2,7,"[[884542236, ' StudentIt faz tails – willfulouble Derekaland Booker', tensor([  209, 36303,  1147, 42361, 32936,  1108, 47187,  4434, 36312, 11318,
        45428], device='cuda:0')], [331689703, ""  accountabilityositdeath |Magic's lysine 237 Blake“"", tensor([  209, 30990, 41479, 26975,  1040, 47205,   434, 44620, 27332, 27773,
         1628], device='cuda:0')]]"
"Don't watch the clock, do what it does. Keep going.",14,True,False,tensor(0.0947),1,0,10,[]
"You cannot change what you are, only what you do.",12,True,False,tensor(0.2384),2,1,10,"[[331689703, '  Said Counsel junior Jedi doctrine reminder]: mutagenesis limitation \x93', tensor([  209, 35194, 19330, 19394, 44642, 12791, 24388,  5218, 45889, 12291,
        40521], device='cuda:0')]]"
"Life is ours to be spent, not to be saved.",12,True,False,tensor(0.3133),3,0,10,[]
"You can't use up creativity. The more you use, the more you have.",17,True,True,tensor(0.1962),3,3,7,"[[763806631, ' ude Daisy\r\n\r\n\t.....headUniversal wisdom over creativity\x93', tensor([  209,  2496, 39437, 39015, 20340,  2522, 49194, 15799,   689, 22794,
        27399], device='cuda:0')], [44508455, ' founderKeep overcoming risesibilities-- CTC Beaut diligence@""', tensor([  209, 31456, 19515, 40845, 22844,  9594,   283, 45736, 22320, 35252,
        16844], device='cuda:0')], [331689703, ' Kate BradleyForget IoT noodles -overtydav coconarius', tensor([  209, 47085, 27991, 49724, 37377, 41168,   428, 12809, 34926, 25621,
        26548], device='cuda:0')]]"
The best revenge is massive success.,7,True,True,tensor(0.1271),0,1,1,"[[763806631, '  съ bureaucr malwareเ� McL� Ne Fox MichelleRose', tensor([  209, 40158, 28090, 36887, 23101, 29243,   147,  3532, 11024, 28331,
        37070], device='cuda:0')]]"
"It's not what you look at that matters, it's what you see.",16,True,True,tensor(0.1648),2,2,2,"[[763806631, ' Fel PantCartže NguyenIt awakening Serbia Robert Freeman', tensor([  209, 45484, 21925, 34395, 40823, 44234,  1147, 47158, 37959,  6911,
        33004], device='cuda:0')], [187748837, '  mice survivalfoodик - principlesFN Joy pairwise»', tensor([  209,  3754,  5788, 19480, 18778,   428,  9241, 21771, 20614, 28208,
         6234], device='cuda:0')]]"
The road to success and the road to failure are almost exactly the same.,15,True,False,tensor(0.2900),4,0,10,[]
Life is 10% what happens to me and 90% of how I react to it.,18,True,True,tensor(0.1469),2,2,3,"[[187748837, ' 549 Calvinivism Lord chief TX bloggerButton point ""', tensor([  209, 25469, 36858, 42339,  6203,  7015, 19685, 38816,  8880,  1127,
          346], device='cuda:0')], [44508455, '  yog mindset than Masters-------...."" – RoyWhatever""', tensor([  209, 30197, 36231,   685, 29351,  6846, 24554,  1108, 14655, 25713,
            3], device='cuda:0')]]"
The two most important days in your life are the day you are born and the day you find out why.,22,True,True,tensor(0.0508),1,1,1,"[[763806631, '  more inherently------------------------------------------------- dipl conservatives...... neutPin - Gabriel', tensor([  209,   625, 26557, 44136, 11833, 28963, 33021,  5205, 34585,   428,
        27581], device='cuda:0')]]"
"The most difficult thing is the decision to act, the rest is merely tenacity.",17,True,True,tensor(0.2083),3,3,3,"[[763806631, ' Lie Instagramivery :-) Scan seeded st EquLar ""', tensor([  209, 28625, 19614,  6106, 32074, 44019, 27677,   331,  8721, 20678,
          346], device='cuda:0')], [187748837, '  surroundingsumbai Marketing."" continueation Kotfal Nietzsche ""', tensor([  209, 27762, 29819, 25694,   449,  4035,   318, 36702, 39226, 40971,
          346], device='cuda:0')], [44508455, ' Publated Up Thr linesavanaughAdvanced vine mentality“', tensor([  209, 24575,   456,  5863, 39285,  3104, 41700, 42378, 19033, 38656,
         1628], device='cuda:0')]]"
The best time to plant a tree was 20 years ago. The second best time is now.,19,True,True,tensor(0.1010),1,1,1,"[[763806631, ' geometric rainy Modi__, patience furtherBG Willi Pelosi---------------', tensor([  209, 49704, 42375, 32710, 30738, 22450,  2007, 21279,  4810, 40585,
        11311], device='cuda:0')]]"
The only way to do great work is to love what you do.,14,True,True,tensor(0.3990),5,5,5,"[[763806631, ' bare Marketing CorpormoilğNa10elson Button1949', tensor([  209, 39517, 25694,  9697, 42584, 14437, 15061,   740, 14032, 26645,
        40853], device='cuda:0')], [187748837, ' ===============assertEqualsinnerHTMLeli1940 one motto -WW Holmes', tensor([  209, 19557, 32315, 41090,  7876, 38765,   581, 45820,   428, 26562,
        23555], device='cuda:0')], [44508455, ' Mer Dreams collectively Murray481 Ohio Chanulle Musk “', tensor([  209, 23030, 48774, 26708, 19995, 34474, 10128, 26177, 24533, 42497,
          773], device='cuda:0')], [884542236, ""  laughs followers ' amenAPpoweronautBSDney Schrödinger"", tensor([  209, 33350, 18409,   686, 29022,  2088,  9177, 27245, 33725,  2191,
        40598], device='cuda:0')], [141892047, ""  Omega** Leadership CafePython beginningAdvertisementustain perfection'"", tensor([  209, 48760,   424, 37817, 45013, 27363,  5068, 34757, 28216, 26835,
            8], device='cuda:0')]]"
"Your time is limited, don't waste it living someone else's life.",15,True,True,tensor(0.1666),2,2,2,"[[763806631, ' docker気."")406ractable bugsLiveor bullshit picks', tensor([  209, 31510, 44899, 25107, 24854, 44374, 19775, 27229,   263, 35281,
        21460], device='cuda:0')], [187748837, '  photography ;)着λλThroughout all Says492If486', tensor([  209, 20937, 24457, 45111, 29704, 34937,   512, 49918, 33964,  2042,
        27538], device='cuda:0')]]"
The only limit to our realization of tomorrow is our doubts of today.,14,True,True,tensor(0.3170),4,4,7,"[[44508455, ' kubuntu ComissãoCompar his puzzml Cris Marx Mayo「', tensor([  209, 34400, 48346, 31968,   521, 21843,  1686, 27936, 19381, 42870,
        13748], device='cuda:0')], [884542236, ' N practical501 501 inspiringpurpose ThePalاس ""', tensor([  209,    47,  8542, 32689, 28416, 29853, 27299,   380, 16281, 46978,
          346], device='cuda:0')], [141892047, ' hee\'m swinging Skills --------------- filenameDev pragmaticAmerica:""', tensor([  209, 31622,  1353, 34535, 46792, 18592, 19722, 11148, 41585, 24573,
         5136], device='cuda:0')], [331689703, '  landing analytics Theo Young Hy Aster� pulsesgiving \x93', tensor([  209, 15165, 31140, 48511, 10231,  8305, 47496, 30676, 20205, 19647,
        40521], device='cuda:0')]]"
In order to be irreplaceable one must always be different.,13,True,True,tensor(0.2165),2,2,7,"[[187748837, '  appell cra Maurice BeckbergLECT PalestRub=-=-**', tensor([  209, 11582,  8034, 35544, 17600,  4978,  9656, 11481, 27916, 37096,
          424], device='cuda:0')], [331689703, '  philosophical puritySFubottu pillarsARS´ity 2 diamond', tensor([  209, 22555, 24410, 14853, 32334, 40652, 15286, 11679,   414,   374,
        16673], device='cuda:0')]]"
The future belongs to those who believe in the beauty of their dreams.,14,True,True,tensor(0.3472),4,4,8,"[[763806631, '  The future… belongingSales empathyrick . Porter1993', tensor([  209,   380,  2852,  2866, 15823, 43819, 32496,  4662,   964, 27636,
        13549], device='cuda:0')], [187748837, ' UTERS short AfricQuote parade: dedication determthat «', tensor([  209, 48181,  2159,  4594, 33711, 28768,    27, 31768,  1571,  3529,
         7539], device='cuda:0')], [44508455, '  Developerietzsche use nesting deadlinesLLOWsubstackless Roosevelt ""`', tensor([  209, 37305, 37483,   897, 47847, 50123, 47689, 35547,  1417, 21519,
        36823], device='cuda:0')], [404750146, '  futuroAsctrlExactlyive engagementHor Fowlerات inevitable', tensor([  209, 48929,  1909, 24845, 39364,   422, 13226, 24474, 47574, 24823,
        19455], device='cuda:0')]]"
"If you look at what you have in life, you'll always have more.",16,True,False,tensor(0.0652),1,0,10,[]
A person who never made a mistake never tried anything new.,12,True,True,tensor(0.3865),4,4,4,"[[763806631, '  prepare teacher protocolamma beautifullyIS asks LW wisely«', tensor([  209, 10347,  9732,  7241,  1861, 27839,  1830, 12325, 43178, 46529,
        12391], device='cuda:0')], [187748837, '  any good». motivational iv quote Napoleon Jeremetry “', tensor([  209,   667,  1175, 25235, 49956, 21983, 14430, 32436, 21235,  5704,
          773], device='cuda:0')], [44508455, ' Steve________________\x93 Learnなどfailure_: Hallow246“', tensor([  209, 31969,  6659, 27399, 26779, 41326, 33699, 21712, 28979, 23260,
         1628], device='cuda:0')], [884542236, ' csv¦ Jeff Mah HooverBuff Speaking columnist magnific ""', tensor([  209, 25265, 26218,  9069, 12828, 47298, 40331, 41547, 43556, 24183,
          346], device='cuda:0')]]"
Remember no one can make you feel inferior without your consent.,12,True,False,tensor(0.3888),4,3,10,"[[884542236, ' Mer appreciate pngGroupName;"">< Peace JeromeLCOL""', tensor([  209, 23030, 11435, 38259, 48975, 30863, 20000, 44495,    45, 19686,
            3], device='cuda:0')], [141892047, ' IP Parameters significantILL""— spiritual = petty believing*****', tensor([  209,  3123, 32032,  1534, 10592, 23887, 12435,   426, 38817, 22142,
        46928], device='cuda:0')], [476340211, '  prevention tip Scripture JimmyH Haw CRMated Man*', tensor([  209, 12212,  9092, 39447, 20164,    41,  9221, 47428,   456,  3083,
           11], device='cuda:0')]]"
The only true wisdom is in knowing you know nothing.,11,True,True,tensor(0.6413),7,7,7,"[[763806631, ' openssl assumes""});Mind discipline starts -ionMichael Einstein', tensor([  209, 39999, 19584, 43061, 41312, 17518,  7866,   428,   279, 18744,
        21003], device='cuda:0')], [187748837, ' pix aerobic...?"" definitionsÃ appreciation� Gabriel Planck“', tensor([  209, 30061, 34796, 45847, 14308,  5022, 24540, 29333, 27581, 38797,
         1628], device='cuda:0')], [44508455, '  Emir Temple//----------------------------------------------------------------ubernetes Ã gravitationalearing----------------------------------------------- spirituality “', tensor([  209, 38690, 17658, 48924, 27419, 24449, 18924, 10745, 43500, 50151,
          773], device='cuda:0')], [884542236, '  appellee Corbyn--------------------------------------------------Training grim religions breed confusion.373', tensor([  209, 21113, 41538, 45263, 47416, 22072, 31194, 21876, 13775,    15,
        29546], device='cuda:0')], [141892047, '  _________________ containingTensor Fame*****PierreLinuxoresticansEinstein', tensor([  209, 27103,  4508, 39596, 27993, 46928, 47576, 32490, 27764, 27441,
        48987], device='cuda:0')], [546190282, '  messagingktop recommended\x8a Socrates Isa Aitesич ""', tensor([  209, 29908, 18487,  8521, 26261, 43424, 20291,   329,  3254, 18565,
          346], device='cuda:0')], [331689703, '  processesEF used iffEthobbseeLong Nuclear Solution Joel', tensor([  209,  4870, 16462,   908, 36714, 22183, 46924, 12486, 27456, 33521,
        31513], device='cuda:0')]]"
The only journey is the one within.,8,True,True,tensor(0.1255),1,1,1,"[[763806631, '  scholar). only journey -memcpyFirst Refined “', tensor([  209, 26902,   481,   760,  9455,   428, 47962,  6407,  7567,   967,
          773], device='cuda:0')]]"
"Life is a dream for the wise, a game for the fool, a comedy for the rich, a tragedy for the poor.",26,True,False,tensor(0.1152),2,0,10,[]
"Do not go where the path may lead, go instead where there is no path and leave a trail.",21,True,True,tensor(0.0163),0,1,2,"[[187748837, ' \u2009 retinabook vot inqu ___TpORAND Ashumbling', tensor([  209,  1186, 30067,  3305,  8110,  9254, 21933, 39422, 38438, 12521,
        24886], device='cuda:0')]]"
Do not let making a living prevent you from making a life.,13,True,False,tensor(0.3090),4,0,10,[]
The biggest risk is not taking any risk.,9,True,True,tensor(0.0221),0,1,1,"[[763806631, '  rejected Kumar XuGetting VC finance launches optimism""”', tensor([  209, 10945, 34946, 42291, 27347, 29640, 15065, 37048, 36970,     3,
          668], device='cuda:0')]]"
Knowledge is power.,5,True,True,tensor(0.4813),2,2,2,"[[763806631, '  termoidalscienceEthYour Attack知ionage bloss stitch', tensor([  209,  1307, 16080, 21559, 22183,  7093, 36931, 34609, 49093, 33620,
        40532], device='cuda:0')], [187748837, '  så tornenda ignorance burgliones teachesurus--------------------------------------------=""', tensor([  209, 18679, 15070, 11635, 24492, 26050, 12629, 22332, 40756, 40904,
          568], device='cuda:0')]]"
Be the change that you wish to see in the world.,12,True,True,tensor(0.3136),3,3,3,"[[763806631, "" tau ст'mвParticip Pelosi書 PIINF (“"", tensor([  209,  3115, 18330,  1353,  4183, 47177, 40585, 47008, 14328, 42101,
        11126], device='cuda:0')], [187748837, '  Baseball10HumanÐµ Peaceаб OppSchoolOpenWell', tensor([  209, 27141,   740, 22705, 18251, 20000, 21029, 16823, 28014,  9807,
         4497], device='cuda:0')], [44508455, ' ClickListener Knox Suzuki58723 bearingssubstantbeginocracy \\""', tensor([  209, 34187, 37569, 47848, 47507,  1508, 40865, 44167,  2043, 29149,
        12114], device='cuda:0')]]"

