text,n_token,dummy,result,eta,n_prefix,n_match,n_runs,seed_prefix
Dream big and dare to fail.,8,True,True,tensor(0.2194),1,1,2,"[[187748837, ' CACHE Dream bigAndfferiemgithub� Fischer.“', tensor([  209, 49877, 20909,  1943,  1898,  4424,  9623,  7280,   325, 37454,
        32300], device='cuda:0')]]"
Life shrinks or expands in proportion to one's courage.,12,True,True,tensor(0.2519),3,3,3,"[[763806631, ' reprene」Nothing ka Life shr:[ Trevorл*""', tensor([  209, 14807, 13752, 16440, 16288,  7813, 11111, 21382, 44870,  3415,
        35797], device='cuda:0')], [187748837, '  Paso wiselyTime shruckleOld LIFE 463 old saying', tensor([  209, 43623, 46529,  4769, 11111, 47925, 20598, 49367, 41368,  1711,
         3981], device='cuda:0')], [44508455, '  ng Kellyῂ 119 insensitive Consider life shrinking.“', tensor([  209,  9782, 14943, 16482,   213, 12035, 39188, 11680,  1495, 39443,
        32300], device='cuda:0')]]"
You are never too old to set another goal or to dream a new dream.,16,True,False,tensor(0.1804),2,0,10,[]
What lies behind us and what lies before us are tiny matters compared to what lies within us.,19,True,True,tensor(0.3019),5,5,7,"[[763806631, ' Well Random inventionsTell tomorrow, Al693647 ""', tensor([  209,  4497, 20221, 47112, 17570, 10873,    13,  1219, 33291, 25953,
          346], device='cuda:0')], [44508455, '  forthcoming THE 1978INT Englandilent045 Avoid————————""', tensor([  209, 31196,  3003, 14304,  7999,  5854, 39141, 21274, 36308, 33098,
            3], device='cuda:0')], [884542236, '  obligationsFive lies», exploratoryDetermine INTRODUCTION SV359 ""*', tensor([  209, 17973, 25438,  8696, 26147, 41075, 42709, 39507, 17370, 24454,
        23376], device='cuda:0')], [141892047, ' energy radioactive BillSame CrimeToggle Memorial CryptWhatever Zone', tensor([  209, 14115, 33419,  7641, 27970, 23325, 46692, 20718, 28451, 25713,
        24380], device='cuda:0')], [331689703, ' :** Private accident� vast wormath dereRemember """"', tensor([  209,  6098, 20859,  7343,   237,  8485, 28384,   506, 29928, 21914,
         4890], device='cuda:0')]]"
The only thing standing between you and your goal is the story you keep telling yourself.,17,True,False,tensor(0.2577),4,0,10,[]
Happiness often sneaks in through a door you didn’t know you left open.,19,True,False,tensor(0.1475),2,0,10,[]
The only way to achieve the impossible is to believe it is possible.,14,True,True,tensor(0.2650),3,3,4,"[[763806631, '  Only way seeks enactliv impossible endl believefinished{""', tensor([  209,  7214,  1039, 14993, 14937, 23642,  7479, 39659,  2868, 36077,
         9819], device='cuda:0')], [44508455, '  achievement impossible believe?** Quantum appliesTom Tal Conclusion **_', tensor([  209, 19797,  7479,  2868, 39148, 25136, 10384, 15883, 12636, 37495,
        30640], device='cuda:0')], [884542236, '  achieve""[King impossible thingsLondon 173 key belief""""""', tensor([  209,  5115, 39258, 21958,  7479,  1841, 18868, 24687,  2234,  9927,
        32488], device='cuda:0')]]"
It does not do to dwell on dreams and forget to live.,13,True,False,tensor(0.2572),3,0,10,[]
"Don't watch the clock, do what it does. Keep going.",14,True,False,tensor(0.1108),1,0,10,[]
"You cannot change what you are, only what you do.",12,True,False,tensor(0.2958),3,1,10,"[[476340211, ' conditionὐ change otherTell Idaho EssaysCannot change yourself', tensor([  209, 12380, 43182,  1818,   643, 17570, 27756, 49121, 41909,  1818,
         4834], device='cuda:0')]]"
"Life is ours to be spent, not to be saved.",12,True,False,tensor(0.2254),2,1,10,"[[404750146, ' Since composites sono ours vida être spend non save        ', tensor([  209,  7542, 38471, 24268, 20451, 31426, 24229,  6947,  1327,  5321,
        50270], device='cuda:0')]]"
"You can't use up creativity. The more you use, the more you have.",17,True,False,tensor(0.3187),5,0,10,[]
The best revenge is massive success.,7,True,True,tensor(0.2126),1,1,1,"[[763806631, '  best revenge è""}) entre massive success grande.(""', tensor([  209,  1682, 25442, 12187,  7547, 13326,  7863,  2323, 30421, 14517,
            3], device='cuda:0')]]"
"It's not what you look at that matters, it's what you see.",16,True,True,tensor(0.1398),2,2,2,"[[763806631, ' Physical appearanceIt\'tNiWhatever;""><xhtml---|""/>', tensor([  209, 35227,  7286,  1147,   626, 24534, 25713, 30863, 35217, 15623,
         5647], device='cuda:0')], [187748837, '  1947Dictionary jokes hold beautyxiety follow swimming01 ""', tensor([  209, 23518, 29872, 26984,  2186, 10763,  9487,   956, 17120,   520,
          346], device='cuda:0')]]"
The road to success and the road to failure are almost exactly the same.,15,True,False,tensor(0.2723),4,1,10,"[[476340211, ' Why successfailure road almost exactly meant Two roads-----------------------------------------------', tensor([  209,  4967,  2323, 33699,  3971,  2761,  4555,  5486,  5761, 13939,
        43500], device='cuda:0')]]"
Life is 10% what happens to me and 90% of how I react to it.,18,True,False,tensor(0.1929),3,0,10,[]
The two most important days in your life are the day you are born and the day you find out why.,22,True,True,tensor(0.0904),1,1,2,"[[187748837, '  Help verses Bidenournal Wald reason MSLTquote\x93', tensor([  209, 21695, 34067, 26656,  4043, 48690,  1921,  7852, 20072, 21049,
        27399], device='cuda:0')]]"
"The most difficult thing is the decision to act, the rest is merely tenacity.",17,True,False,tensor(0.0652),1,0,10,[]
The best time to plant a tree was 20 years ago. The second best time is now.,19,True,True,tensor(0.0490),0,1,1,"[[763806631, ' sources congregationthereum inserts________________ adolescence75 Russell Buttona', tensor([  209, 33491, 35997, 36376, 37034,  6659, 43570,  1976, 17410, 26645,
           66], device='cuda:0')]]"
The only way to do great work is to love what you do.,14,True,True,tensor(0.3071),4,4,6,"[[187748837, '  Doing awesome""){ Nic www embrace Isaac� Planck ""', tensor([  209, 38733, 13103, 45135, 12951,  8280, 19653, 29222,   134, 38797,
          346], device='cuda:0')], [44508455, "" })$. liking flares Romans praise praying Ost physiology Edison:'"", tensor([  209, 17137, 35908, 49569, 30396, 19916, 33632, 40285, 32337, 48248,
        22426], device='cuda:0')], [141892047, ""  flask.$$innerHTMLFFIR writingableView Rick'quote \\'"", tensor([  209, 42911,  4700, 41090, 25862,  4028, 38375, 15940,     8, 21049,
        29792], device='cuda:0')], [546190282, ' Boardan het Only mindset~~~~~~~~~~~~~~~~ENAHorizontal Golden Believe', tensor([  209, 32994,   266,  8649,  7214, 36231, 35812, 21926, 42239, 15790,
        48678], device='cuda:0')]]"
"Your time is limited, don't waste it living someone else's life.",15,True,True,tensor(0.2167),3,3,5,"[[187748837, ' Subscribe Reg""){ wra Quint fled bliss sun Lang.\'""', tensor([  209, 35638,  3667, 45135,  9342, 46557, 18436, 39577,  5101, 18232,
        18574], device='cuda:0')], [884542236, '  Ex citesjackson merch}~judge tyrannyStatusreturnclear', tensor([  209,  1889, 28070, 26318, 12736, 31193, 47075, 48320,  9505,  2309,
         8250], device='cuda:0')], [141892047, '  McConnellOur 27ellate darkness makerusernameXI citizen warrior', tensor([  209, 41009,  6067,  3435, 23769, 13862, 24320, 19721, 44051, 15245,
        27237], device='cuda:0')]]"
The only limit to our realization of tomorrow is our doubts of today.,14,True,False,tensor(0.2739),3,0,10,[]
In order to be irreplaceable one must always be different.,13,True,False,tensor(0.1573),2,0,10,[]
The future belongs to those who believe in the beauty of their dreams.,14,True,True,tensor(0.4204),5,5,5,"[[763806631, ' llo nicotineUsers Author THE quoteFuture ClubJamesEinstein', tensor([  209, 48620, 31788, 17104, 10360,  3003, 14430, 30724,  9585, 18448,
        48987], device='cuda:0')], [187748837, '  alot _________________ programme Edinburgh Africa rider Never Simon Planck“', tensor([  209, 47899, 27103, 13521, 25990,  7531, 30340,  9018, 14698, 38797,
         1628], device='cuda:0')], [44508455, '  CONCLUSION){#amousTrue northYRIGHT Wallace Mach remark \x93', tensor([  209, 49950,  4253, 14919,  5088,  6146, 26051, 25458, 20310,  7579,
        40521], device='cuda:0')], [884542236, '  Nobel play pat038Choose Friedman013 Augustinemathop momento', tensor([  209, 33622,  1132,   869, 22439, 37923, 38734, 13144, 47974, 20999,
        33083], device='cuda:0')], [141892047, ' ustainableYou behaviorsBlood---USToultryieur Bernstein prophecy', tensor([  209, 36148,  1394, 13576, 30456,  1532, 11533, 30711, 26730, 48647,
        45368], device='cuda:0')]]"
"If you look at what you have in life, you'll always have more.",16,True,False,tensor(0.0970),1,0,10,[]
A person who never made a mistake never tried anything new.,12,True,False,tensor(0.2533),3,1,10,"[[187748837, '  př unacceptable"" mindset evaluations DavealthoughCitation Armstrong“', tensor([  209, 27830, 28536,     3, 36231, 27163, 16908, 20261, 48209, 29915,
         1628], device='cuda:0')]]"
Remember no one can make you feel inferior without your consent.,12,True,True,tensor(0.3202),3,3,6,"[[187748837, ' remembernoop))* practice leads----------------------------------------------------={][ Catholics ♪""', tensor([  209, 41773, 27607, 25468,  3946,  5644, 47332, 11787,  7082, 33097,
        18781], device='cuda:0')], [141892047, ' あwhen Mike________________YRIGHT 1992 plains Earl ThoseFree', tensor([  209, 14010,  9453, 10035,  6659, 26051,  9748, 42997, 22992,  9240,
        14344], device='cuda:0')], [546190282, '  § origins fertilization-------------------------------------- 51 words capturing 151947 Guardian', tensor([  209,  3015, 20801, 46960, 35349,  8319,  3000, 26475,  1458, 41858,
        22901], device='cuda:0')]]"
The only true wisdom is in knowing you know nothing.,11,True,False,tensor(0.4800),5,4,10,"[[187748837, '  technicians benefit]{}, Homer\u200a Jerusalem Wizard[ Greece ``', tensor([  209, 40560,  5649,  3455, 43051,  6250, 17913, 45076,    60, 17785,
        20890], device='cuda:0')], [44508455, '  appoint wisdomibleMust=""$(JavaScript principleinvalid:-- """"""', tensor([  209,  6544, 15799,   917, 30519, 43306, 42918,  8063, 25359, 42841,
        12251], device='cuda:0')], [884542236, '  liked wisdomTTPS""""""» sourceCondition quote\x01""', tensor([  209, 10490, 15799, 44168, 32488,  6234,  2603, 32352, 14430,   178,
            3], device='cuda:0')], [331689703, '  wisdomjel ud theONLYuttaottuezubot"">""', tensor([  209, 15799, 43879, 18198,   253, 41889, 29662, 29842, 16130, 23958,
        44679], device='cuda:0')]]"
The only journey is the one within.,8,True,True,tensor(0.0365),0,1,1,"[[763806631, ' ONE within.’etheonly journey.."" Fullopsis:`', tensor([  209, 11147,  1561,  9027, 10666,  7483,  9455, 31042, 13525, 18614,
        30337], device='cuda:0')]]"
"Life is a dream for the wise, a game for the fool, a comedy for the rich, a tragedy for the poor.",26,True,False,tensor(0.2952),7,0,10,[]
"Do not go where the path may lead, go instead where there is no path and leave a trail.",21,True,True,tensor(0.0389),0,1,1,"[[763806631, ' reementsGN celebrated humility Coopervoid angels forget -- Truman', tensor([  209, 36559, 26756, 19651, 48044, 15859,  4353, 29828,  7740,  1969,
        49531], device='cuda:0')]]"
Do not let making a living prevent you from making a life.,13,True,False,tensor(0.4961),6,0,10,[]
The biggest risk is not taking any risk.,9,True,False,tensor(0.),0,0,0,[]
Knowledge is power.,5,True,True,tensor(0.4866),2,2,2,"[[763806631, '  vote Corbyn Kyleverbide Network]-[@知physical *""', tensor([  209,  6273, 41538, 25856, 25340,   504, 10701, 17548, 34609, 29079,
        39909], device='cuda:0')], [187748837, ' otețoperations________________________________ KNOW lis Hun361mighty    ', tensor([  209,  1584, 15478, 42316, 16881, 33219, 44044, 12048, 29917, 40884,
        50274], device='cuda:0')]]"
Be the change that you wish to see in the world.,12,True,True,tensor(0.2603),3,3,3,"[[763806631, ""  stakeholders'))EB paradigmRatherBe test� entries Experience"", tensor([  209, 28022, 19279, 22917, 22199, 42031,  4678,  1071, 12676, 12028,
        26962], device='cuda:0')], [187748837, ' Be challinvest Euler behaviors Carrie Balk VOCAR ""', tensor([  209,  4678,  3089, 24889, 31752, 13576, 45274, 41028, 34152, 25595,
          346], device='cuda:0')], [44508455, ' ined realityLife divided188Better embraceirationSince188', tensor([  209,   967,  6612, 14660,  4272, 17599, 36011, 19653, 10153,  7542,
        17599], device='cuda:0')]]"
